Time,Amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
90391.31,84.91,0.011104,-0.65123,0.243308,-0.309576,-1.170771,3.408704,-9.197496,-1.925968,-3.198167,1.155168,-1.851203,-0.534282,1.11231,1.845093,4.326531,-3.768309,2.301983,1.749932,-0.279911,-0.246864,1.884049,-0.060741,0.745071,1.815662,-8.712148,0.56061,-1.096146,-0.651464,0
50069.05,57.72,8.596227,2.747339,-0.477704,0.347883,-3.329751,0.340861,-8.069192,1.263513,-7.562835,0.095298,4.168154,1.586672,1.797284,3.464612,-0.935875,2.123684,11.402283,1.829933,-1.33019,0.706515,-0.348296,-1.654146,-2.328359,-1.843165,11.213641,2.216498,2.049111,-4.193702,0
5897.54,958.99,0.924235,3.161136,-0.309556,1.93668,-5.513043,-6.636982,-1.605555,1.115652,-2.591091,-0.798806,1.8857,-0.037219,3.068212,-0.170524,1.446187,-1.369957,-0.500211,-6.447826,-1.529015,-0.175874,-2.499785,-1.546003,3.055051,1.908126,2.052621,-2.416929,0.082214,-2.43756,1
7853.13,94.69,-3.640512,0.250583,0.221811,0.321721,1.697531,9.007741,4.166287,0.178589,-1.744728,-0.325396,-0.349476,-0.883594,-0.81233,2.544495,-0.285767,-0.70235,-7.387197,-1.267273,1.808224,8.38368,1.7125,-0.142489,2.355595,-2.840412,-11.034129,1.794196,-1.891747,1.938618,0
94282.58,152.13,-5.907065,-2.314279,1.31878,2.565154,0.907282,7.973241,-7.049508,0.52564,-1.648557,4.52717,-0.563207,0.28653,-1.269236,4.873665,-3.325882,1.06577,-4.80221,1.163709,-1.322118,-1.986196,-4.660623,0.386446,-2.212811,-3.765356,9.89631,-1.186798,3.061318,0.62037,0
29288.35,125.72,-6.642863,-1.173376,-2.217647,-0.778009,-1.124291,-4.606654,1.045227,-0.305374,-1.775453,-1.051909,3.879646,3.08823,-2.85093,5.002176,-4.490765,4.278285,-0.599446,-2.1801,-0.127707,3.160219,-4.946562,-1.139312,1.271411,-0.678908,20.363562,-1.898138,7.636674,-3.006355,0
16792.1,42.86,-9.070128,-3.054836,0.314553,-0.668754,-0.051947,3.523078,5.122502,-1.565856,2.688563,1.726366,-7.021704,0.063252,-0.545457,-1.009922,0.396816,0.858612,-6.482324,3.144892,0.956496,1.248607,3.164814,-1.406142,1.678155,1.137873,0.355602,0.661054,0.577696,-0.720821,0
99582.63,59.72,3.485613,-0.831407,-0.873783,-0.377061,-5.423005,1.904965,-0.506748,-0.169135,-0.97302,0.026941,2.679931,-0.23658,-1.715143,3.433159,-4.328219,5.139014,8.279754,-0.106338,-0.614415,-2.537898,-2.29437,-1.366939,-2.181647,1.955116,17.239623,3.524374,1.023741,-5.432954,0
68749.45,43.16,-7.750449,-0.4221,0.413859,-1.409357,2.825463,3.998908,9.722408,-2.458742,2.330884,-1.302415,-2.677316,-0.904002,-1.812691,-2.182516,-1.97149,0.265261,2.500762,-0.979991,0.253725,6.57896,0.238098,-0.096055,-5.510031,1.295467,-0.845362,-2.354387,-0.514767,1.528654,0
80127.08,60.52,-4.560458,-0.013928,-0.755341,-0.772685,-1.553217,7.93922,-6.835499,-0.299327,-2.275494,-1.016865,-0.171443,0.343853,-0.934275,-0.335031,-4.676066,-1.238923,7.424383,-2.6168,-0.172487,0.261176,-0.661289,2.668883,-0.673007,0.93011,0.75762,2.325079,-0.863567,0.169391,0
29958.96,41.93,-5.89517,-0.511775,-0.453158,0.063065,-0.123902,3.730954,-4.051071,0.506278,-4.623674,3.138246,-0.747778,0.732555,-1.506963,4.366566,-1.477021,0.545973,0.764835,3.161038,-0.53923,1.12891,1.534268,0.975044,1.109577,-2.551064,8.328192,1.437219,3.524476,-2.755011,0
4021.39,142.03,0.361217,-2.825493,0.268536,-0.412794,-0.262762,7.645332,-1.467715,2.022866,-3.810286,2.697163,-1.997823,0.267635,2.062697,0.825524,-0.78581,1.708831,-0.881539,2.212601,-1.405746,-0.274834,0.300312,-0.297874,0.381411,3.335555,-3.181183,1.068335,-3.650061,0.071629,0
71680.81,82.09,-3.408169,4.129536,0.417399,-0.22202,-1.286468,-4.545556,3.195889,-0.531638,3.622429,-1.059902,3.197145,-2.8668,0.96282,-0.335871,-0.14577,2.76094,0.449948,-4.325978,-1.112102,-0.820894,-4.252594,-0.490399,-1.279757,-2.31606,12.011166,0.457874,3.0285,-5.251923,0
71647.05,134.13,5.745469,-1.116976,-0.620176,-0.189835,2.134947,-7.055651,11.355859,1.105114,-2.234102,-3.32925,0.542051,-0.920374,3.588502,2.80621,-7.996886,0.818355,-3.742344,6.734706,0.243441,-2.598023,-3.629965,-0.949213,1.135909,2.089674,-3.176767,-3.162478,-6.184971,0.324149,0
121481.68,96.77,-0.586155,0.050704,-1.673898,-0.988371,6.183189,-5.281108,4.714487,0.415672,1.462727,0.835709,-3.451025,5.110906,-1.003259,-4.328909,4.61897,-3.209845,-0.666562,5.601676,-1.626431,1.268565,7.655209,-0.362334,1.837662,0.72058,-14.223511,-0.215774,-0.935173,5.125799,0
111010.05,226.05,-9.703648,-3.527097,0.313935,0.257256,-1.256997,7.864539,-4.269844,-2.005312,-3.846484,3.649893,-4.764333,-4.150585,3.560112,4.970583,-1.972571,1.42096,-6.402921,3.677011,0.524035,1.116641,-0.375833,0.191008,2.926885,-1.860974,1.266649,-1.452243,0.918497,0.125637,0
66718.54,73.0,-9.084302,-0.290762,0.007432,-0.075714,5.104912,-7.28011,6.93494,-0.983948,0.903562,0.524171,-6.475761,4.243778,-0.721484,-7.884647,-2.616167,-2.058038,-4.904231,1.410277,0.645385,-0.504317,4.404944,-1.617664,3.225873,1.303109,1.34807,0.150331,1.834661,0.986305,0
112565.44,215.57,-1.453564,-4.5788,0.587114,0.160111,-0.901109,6.864396,0.3935,-0.528722,-1.663672,1.862105,-1.013895,0.465946,0.627188,-0.264585,-0.835974,1.040514,1.204767,0.754501,-0.39204,1.573687,1.564002,0.756311,0.345587,4.648132,-4.505865,2.008379,-3.213548,-0.50852,0
107868.33,76.84,-2.310235,-1.050952,-1.357632,-0.126789,-1.948559,2.362926,-8.268257,0.35368,-0.890779,2.014418,-1.596139,1.885827,-2.65089,2.005067,0.123399,-3.730384,8.500693,-2.178497,-0.176407,2.06762,5.668487,1.153769,-0.438272,4.36804,-0.348298,0.837741,2.470494,1.859146,0
151008.21,49.73,-9.225699,-0.24542,-0.501386,0.282634,0.007176,-6.916846,-1.102942,-1.56433,-4.404955,-0.901578,-0.240334,-0.018641,1.913582,-2.148981,0.114051,-0.517605,-2.030642,1.664165,-0.62412,-4.205021,-2.225747,-0.444699,9.066142,2.476875,-0.467488,1.655614,-1.149232,-4.723463,0
78143.26,56.81,-4.298143,-2.083315,1.116099,-0.548955,-3.46322,1.460566,-9.173364,-0.72307,-2.519985,-0.299788,1.294476,0.882014,1.566071,-1.066298,3.411378,-4.598963,5.151256,-3.627612,-0.861829,0.893871,2.461351,1.182477,2.35998,4.210482,-3.351804,0.520691,-0.946538,-5.513591,0
49036.48,42.74,0.553423,0.413157,-0.810933,0.968735,-0.314011,-1.111137,5.514177,1.500736,-0.293709,0.310624,0.135169,-0.968493,1.25053,1.994895,-0.877213,-0.672951,-3.998231,-0.08577,1.774419,0.491164,0.225488,-0.384091,0.191875,1.752038,1.366939,-1.663704,-2.558405,-3.321343,0
134762.49,79.26,-1.610615,-2.3268,1.990148,-0.851806,-1.18607,0.729702,2.576722,-1.27451,3.642883,0.684487,-3.410241,-0.21064,-2.326298,-3.309618,-3.889626,1.470171,0.547857,-1.173801,0.286685,-2.224109,-0.478406,-0.253901,-3.138757,1.695744,9.084073,-1.678273,1.882348,2.086455,0
38753.74,240.61,1.933268,-1.705497,1.953657,0.281696,-2.4514,3.845245,-0.074294,-0.54394,-0.306277,2.813317,-1.981719,1.669669,-1.34335,1.847038,-3.382094,4.836585,-5.314836,4.985797,-1.058062,-5.41765,-6.143545,2.126442,-1.719792,-2.545335,16.357967,-1.190873,1.094684,-0.097107,0
156450.01,71.45,-2.079672,1.440634,0.035058,0.050968,-2.633023,-9.678298,3.70817,0.176095,-2.12654,-0.841204,4.327763,1.735811,-2.242803,1.07368,-5.387468,-0.209468,8.661519,3.016905,0.847998,1.24743,-4.357206,0.67994,3.04086,2.773167,7.785476,0.217299,1.669214,0.283367,0
2487.19,135.2,-14.074464,1.77477,2.073664,-0.370214,2.362353,4.160584,9.69491,1.111853,-1.034598,2.065206,-4.474826,-2.092791,-0.390743,-1.567911,-1.379898,1.240403,-0.902804,-0.729636,1.963999,7.361388,0.449993,0.102429,-0.97445,1.748537,2.600018,-1.626901,0.528177,0.286331,0
874.64,84.34,-13.048873,1.86453,-1.155076,-0.037539,-0.024656,-0.413064,-2.789208,-0.648447,-0.149813,1.090093,-0.783997,0.581337,-1.851545,5.127315,-3.058415,-4.024306,6.607962,-1.920618,1.012246,3.956989,4.386839,-0.329743,1.266336,0.154112,5.307751,0.578944,2.960034,-1.311539,0
14127.96,77.76,-0.081014,1.39037,0.927716,0.200034,-6.211274,-4.320819,-1.762131,0.679583,-0.983634,1.230232,2.964074,-2.703923,-1.019036,-3.326704,0.580605,-0.103231,7.980484,0.479756,-3.020576,-3.091127,-1.552455,0.268293,3.970587,1.057366,5.19722,-1.413278,-0.149911,0.771103,0
61942.88,129.05,4.234944,-0.932871,0.882258,-1.425067,-1.661121,-4.088737,-3.604205,-1.157445,-1.058056,-1.566038,-0.679123,3.264731,-0.351191,-2.432831,-3.306256,-1.143196,7.985881,0.122874,0.959875,-1.7652,2.982578,-1.370138,-1.241706,1.725499,6.452453,1.494409,1.540185,-1.077723,0
8026.63,33.87,-2.890625,0.260366,1.105089,-0.567748,1.00031,-4.90092,-3.517864,0.193595,2.603809,-5.522848,4.630055,0.631217,-2.057794,-2.546999,-1.005656,-0.602376,6.579031,-5.533223,-0.701858,-1.570076,-3.168317,0.915318,-1.09379,-1.198555,2.199301,2.754659,2.677136,-3.290433,0
163255.52,183.08,-2.171852,1.89276,0.982115,0.975815,0.463959,-7.37893,0.396924,-2.244182,1.086845,0.14133,-0.858493,0.623763,-0.382594,-1.301262,-2.622791,-4.056259,7.005364,-0.561845,-0.69333,0.014788,3.468542,2.503637,0.244747,2.277337,0.317294,-2.455221,0.678436,3.567154,0
105515.14,63.91,-3.615657,3.834724,0.053515,0.930086,-2.106847,-5.965966,-1.34748,1.553279,1.123429,-1.691942,1.394668,-1.068837,0.90737,-0.433279,2.192687,-1.134775,2.435266,-4.237145,-0.753777,0.175634,0.402877,0.232013,2.160108,-0.035435,5.148204,-0.687466,2.19724,-3.498792,0
4973.65,88.77,4.85821,-2.110883,-0.1658,0.055921,-0.039279,11.318396,-13.511914,-0.292317,-2.856895,0.724116,-3.362546,-3.607977,5.096925,-0.055905,-0.243895,0.519374,-1.003828,-2.557036,-0.787677,-5.141674,-0.167967,-1.762707,-4.972333,-1.491902,-1.612573,-0.471041,-1.258387,-0.959452,0
158085.37,210.5,-7.250204,-0.702302,-0.775871,1.232379,-0.729404,-4.600563,6.7095,0.228572,1.231106,-0.111971,1.77808,-0.533351,-1.887081,0.13616,-1.850907,-1.8018,-0.57413,0.498786,-1.253766,-0.253645,-0.673251,-1.462386,4.023313,2.712703,0.545503,-0.074503,-1.751447,-3.036899,0
115353.98,74.96,2.716594,1.899518,-0.760579,1.581881,1.552497,-7.320375,-1.569582,0.509163,-2.12404,-1.857957,-0.66314,2.31907,2.171498,1.557961,0.508734,-4.353496,-6.6358,-5.187002,0.30925,-1.16306,1.780233,-0.342381,2.269918,2.403017,0.552314,-4.370386,-1.322922,-1.718076,0
144340.27,24.59,-5.781497,0.905368,1.080621,0.77874,-2.067932,0.215475,-11.337984,-0.132082,3.394974,-2.948956,-0.346967,-3.387622,1.370775,0.147098,-0.936883,-2.589821,8.512829,-5.606606,-0.599222,-4.136923,1.261764,0.438506,-0.208611,0.295778,-0.496733,3.817752,1.887805,-3.292768,0
131951.08,46.23,-2.708637,0.822376,-0.385105,-0.732636,-2.545304,8.139767,-11.270117,-1.076482,-3.559787,-1.570372,-4.232039,-2.270777,4.107457,-2.828909,3.419594,0.968093,8.398261,1.636812,0.530596,-0.601278,1.170069,-1.065442,-1.216269,-1.652188,-3.185361,3.697529,0.084525,-2.739395,0
61059.27,36.85,6.846106,0.58103,0.105121,0.700329,1.60855,-27.438715,13.451351,-0.090424,2.834201,-5.221071,8.508149,3.94784,-3.229969,4.050629,-1.975802,-5.320007,-1.777821,-3.453342,0.629719,0.362657,-0.368443,-0.926524,3.336771,6.72663,4.096186,-6.300779,0.405225,-3.281292,0
92861.96,31.06,-1.102454,0.574137,-1.519412,-0.845198,-3.693461,5.279952,-2.297018,0.556868,0.588823,-0.635219,1.388813,-1.257221,0.802774,0.46591,-4.149739,-2.511453,5.479625,-3.950671,2.278109,-0.394093,0.951321,1.420999,-0.180628,2.189592,0.20418,0.133532,-4.082579,-1.188054,0
93777.88,120.55,7.57344,-2.825101,0.342995,0.650932,-1.85315,15.730922,-20.395738,1.318061,-5.7884,1.228699,-1.102806,1.910188,1.158564,-3.353654,4.027981,-1.692443,5.683699,-4.190446,-0.236584,-1.899068,2.301682,1.381949,-5.509874,-2.599019,-2.123407,0.225882,-0.875585,0.910907,0
43507.98,51.52,-5.355285,3.505061,-1.00901,-2.022876,-0.836126,-2.626189,-0.247897,0.111514,0.27232,2.591806,-5.635342,0.325337,-1.168154,-1.690412,-1.067765,-1.666851,3.909791,0.259355,0.661138,-1.802905,1.846701,0.316436,1.063712,4.100949,4.552256,1.313826,0.756742,1.541868,0
3882.7,118.5,-8.600883,-2.63132,1.144205,1.044547,2.001587,-0.211405,8.865573,-0.872783,-1.917809,0.808822,-2.200773,0.727528,0.318428,-3.310622,-3.100222,0.266783,-5.043355,2.416224,0.097285,0.703544,0.205472,-0.410559,3.017895,3.441251,0.525153,-0.466062,-2.007611,-3.758867,0
59953.51,14.2,-8.669196,-1.854951,-0.206399,0.120995,1.9916,2.880425,1.928938,-1.17702,2.835534,-0.288178,-4.770941,4.473773,-3.507336,0.003763,1.113721,0.352094,-4.326544,-0.137315,-1.327284,2.19359,0.406427,0.269824,0.554225,2.418463,-0.115421,1.663432,1.676836,0.90075,0
22045.88,60.69,-0.365457,5.951322,0.564117,0.35117,-4.844613,-6.877771,16.914823,1.619322,-0.019789,2.886953,1.633107,-6.20683,2.769973,2.217639,3.396962,4.380274,-7.914429,1.91461,-0.13366,3.935223,-1.176768,-0.113275,5.193441,-0.114911,8.671331,-7.07398,-1.033387,-1.701165,0
130955.81,170.1,-7.974592,2.457715,-0.711058,0.605513,1.836094,1.132884,-0.334594,0.376815,1.602066,2.080399,-7.796778,-0.958707,-3.321456,-3.190023,-3.453392,-3.623541,3.296789,-0.89934,0.872879,-2.381448,1.192548,-0.158416,-2.683235,2.952051,2.133978,0.215076,0.551725,3.794951,0
17588.01,146.41,-2.26045,3.668941,-0.941583,-0.081174,-1.559918,-0.515396,-1.927186,-0.076965,-2.828053,-0.690198,2.441984,-1.452835,-1.336011,4.955574,-4.100725,3.111522,6.254872,-1.864845,1.3568,-0.144873,-3.608853,2.091665,-2.98157,-3.086359,18.892196,-0.274173,4.134757,-3.818848,0
147400.03,74.2,-1.00839,0.344592,-2.447495,-0.097966,-0.544251,-2.465678,3.126033,-0.458905,-2.099477,1.079539,1.772076,2.655211,-1.921363,4.878707,2.384291,1.616827,3.930187,3.486234,-0.510038,4.592533,3.403521,-0.139879,2.025959,2.055887,2.199161,-0.276038,2.176426,-0.516256,0
59066.04,179.02,9.013881,5.435983,-2.096914,-0.991017,-3.855551,-7.045447,9.516844,-0.175528,0.72162,0.0541,1.508912,-3.106129,3.595404,3.472454,-1.206098,2.108842,-2.116528,-4.008275,-2.186829,0.853366,3.430013,-0.874287,-0.457459,1.028048,13.147988,-6.201171,-1.217589,-2.455814,0
44001.91,191.3,-1.516403,-0.678633,1.820887,-0.722254,-2.344823,3.972947,-3.951157,0.601781,2.872967,0.008222,-6.69192,0.352195,-2.779452,-1.142281,-1.031703,-1.160181,2.798139,1.854131,-0.085243,-1.989763,0.589128,-0.14338,-3.069615,0.468354,3.051563,3.099517,1.618721,1.054978,0
168627.24,70.3,0.396837,-3.254476,0.30586,-1.992065,-0.008801,3.795799,0.503744,-1.221736,0.437792,4.023006,-1.749039,5.602474,0.724097,-4.278413,0.403793,0.952946,-2.987195,3.698772,0.148548,-1.976676,1.920682,-0.862666,0.701,1.439063,2.020035,4.555197,-1.711668,-3.083706,0
62005.91,144.93,-7.018013,-3.707553,0.431855,-0.574603,-2.381188,7.966954,2.738268,-0.087624,-3.703303,1.080337,2.520983,-2.075653,-0.220179,3.667909,-6.099245,3.263094,0.573152,-0.684558,0.21308,2.750764,0.456947,1.129523,0.402747,-2.76043,12.489534,-1.026885,-0.261005,-4.710724,0
45319.23,271.84,5.776406,3.522271,-1.765831,-0.625042,-2.601946,-5.893161,-2.119405,-1.234,-1.70288,-1.303917,2.357236,1.577278,-1.755265,1.863803,-0.592209,-2.48246,9.036985,2.504456,0.487913,-0.761397,-0.789839,-1.851359,1.076428,0.748708,-0.2973,1.825907,-1.245548,1.594663,0
31942.85,60.73,1.748638,1.838015,0.094035,-0.716459,-1.346302,-3.484111,3.051187,-1.064331,-2.456899,-0.846313,1.306388,-1.980053,0.935105,-1.135442,-1.93999,1.182687,-0.743255,-0.224874,-0.514091,0.845239,-4.218738,0.992355,2.163592,0.522921,0.920994,-2.627462,-0.520631,2.732323,0
50655.93,149.19,-0.811081,-2.924023,1.487449,0.685911,1.089654,-2.551298,-10.415283,-0.24224,-2.918245,-3.829813,-0.382355,-1.607717,1.691011,-1.394515,2.40228,0.442661,5.485239,-1.603733,-0.18089,-2.343051,-0.064396,-0.324577,-1.111874,1.272065,-1.80274,-0.1933,4.466211,-2.817541,0
126488.55,124.94,1.733147,1.867305,0.576095,0.762864,-1.962723,-3.830628,0.596402,-1.221771,0.097995,0.336119,1.11303,-2.544293,-0.058114,2.733469,-0.081049,-1.742811,-2.615231,-1.666905,0.8995,-2.518107,-0.903794,-1.27169,3.295707,0.490194,-0.390611,-1.946913,-2.481751,1.159823,0
106812.56,236.74,7.992944,-2.218782,-0.949086,-0.375473,-3.748686,24.336714,-16.316906,-0.74278,-6.00613,1.20897,-3.608526,-1.752085,4.966589,-2.19828,0.814599,3.926948,11.400756,-1.008114,0.457469,2.375559,3.887329,-0.665398,-10.355282,-2.930248,1.399431,1.888801,-0.416659,-0.699886,0
86941.95,64.19,8.521437,4.819269,-0.538912,-1.330569,0.788776,0.458426,-8.333313,-1.33122,-6.269885,-0.33283,3.654487,1.697003,-2.771387,3.564953,-0.504603,-0.497297,16.342145,0.78009,0.668725,-0.514022,0.464824,0.434611,-5.580442,0.086251,4.367911,3.590528,1.533535,-1.057993,0
72822.16,183.92,4.43832,-0.567351,0.951565,-0.08053,-3.012099,5.043563,-12.39806,0.598168,-4.121701,1.214146,1.154001,0.381686,-0.332731,2.657788,1.721808,-1.857709,7.00519,-2.887299,2.404624,-2.09804,3.210855,0.758714,-0.840068,1.318902,1.789245,-0.055645,-0.29741,-0.870643,0
146819.07,36.66,1.536488,-2.584091,0.086459,-0.360222,0.355484,3.630639,-15.881142,-1.052509,-4.537862,-5.044725,-1.00393,0.162894,1.603956,1.929347,-2.98437,-2.659721,8.761507,-2.459327,-0.687625,-2.619838,0.573661,1.479128,-0.371395,1.58089,-8.367122,1.96806,-0.431895,1.724131,0
68861.62,32.38,-4.382331,1.639194,0.253568,-0.009372,2.350393,-6.369958,5.679655,1.089504,-1.355232,-4.087161,2.57691,2.499739,-0.357612,-0.73184,-0.471813,-3.595225,-7.50466,-0.522847,0.690618,1.534201,-6.4458,-0.893588,5.165329,0.289534,-7.356749,-1.402476,-3.925535,-0.819667,0
53609.74,5.06,-3.060602,-2.087038,0.503631,0.774162,0.4235,1.685061,-1.846623,1.474313,-1.186255,3.396889,1.668618,0.279913,-0.123611,0.92472,-1.203787,0.238486,7.237893,2.546327,0.458695,0.428716,1.325704,0.131725,0.78194,2.875154,-2.777447,15.884215,-0.404497,-1.127934,1
120225.37,31.85,-10.099689,4.668679,1.013526,-0.344189,1.867362,0.84794,-8.411405,1.309757,-3.36459,1.21015,-3.708423,-1.575413,0.360451,3.379156,-1.180027,-3.813602,4.891469,-2.629132,0.885237,4.442829,-0.768942,-2.125454,-2.840294,-0.717964,3.792939,-0.557892,5.49116,0.74902,0
164077.16,45.0,9.962162,3.447905,-0.932131,-0.965492,-4.042682,-3.985184,5.520333,0.112992,-1.571935,3.37067,0.138018,-5.382069,4.262588,-0.034148,1.300367,4.505948,-2.163847,2.745955,0.973957,-3.418437,-0.313324,0.422485,0.074636,-1.16998,9.509516,-4.606154,-1.252837,-0.079537,0
163967.42,164.39,5.193657,0.337128,-1.301874,0.954043,0.418389,-0.441923,-2.979938,-0.385539,-1.349414,0.575285,2.404179,-1.912718,1.87155,-0.444702,2.883619,1.658702,-4.388562,-4.632966,0.613443,-1.412098,-1.864943,1.161742,-2.870449,-0.689116,5.802008,-4.762926,2.563908,-2.36375,0
29466.57,81.11,-3.167296,-4.439351,-0.780975,-0.875209,-3.679814,14.410646,-6.803221,0.044448,-3.057852,3.544111,-2.95312,-0.196554,0.344466,0.813246,-2.033616,-1.604524,1.006558,-3.687171,1.042747,2.784596,2.892241,0.181615,-1.595999,4.80942,0.268975,1.271472,-2.124457,-2.02559,0
86855.69,90.32,-3.534542,-0.35073,0.589023,0.397404,-0.788339,-0.98901,2.58787,0.512583,1.764908,1.381252,0.116245,1.896233,-1.195503,-0.934256,-3.07557,0.136144,4.843205,-1.477229,0.311395,-0.652839,2.025534,0.580422,-0.881444,3.490534,8.013905,2.624234,0.193261,-3.570444,0
67270.28,59.19,6.785248,3.80154,1.057185,0.30397,3.965897,-16.849198,7.868842,-0.062231,0.336241,-3.768447,2.145991,1.778527,4.137742,2.756894,0.952277,-2.702652,-9.206201,-1.543955,-0.907379,0.813522,-1.526375,-0.722135,1.321285,1.668648,-1.746142,-5.567196,-0.597223,-1.956994,0
155592.24,119.6,-3.072523,1.111033,0.731718,-0.52963,-0.751808,-2.173573,-2.864519,0.657987,-5.864245,1.029498,-2.432704,-1.772777,-0.795762,1.017333,-0.483307,-1.522869,5.634235,0.091918,-0.219622,1.949197,8.05227,-0.852053,2.355325,1.10365,4.665058,0.01256,4.134768,-2.862249,0
20057.35,55.64,-2.272939,-0.45078,0.378979,-0.297445,-3.113558,1.723465,-5.609045,0.148495,-2.828165,-0.749989,1.4706,1.457519,-2.743606,-0.674251,-3.505158,-2.942465,9.963463,0.014824,0.450414,-1.790682,0.132032,2.084071,2.175728,2.178893,0.475508,1.91486,-2.044343,0.383339,0
103448.19,174.38,-1.529213,-3.544353,0.426632,-0.184726,3.02,6.771523,2.89157,-0.131594,-0.10111,1.862154,-2.536136,8.567019,-4.060424,-3.782388,-2.505593,-0.367911,-5.014512,3.835198,-1.319729,-1.248533,-0.744176,0.538839,-2.391319,-0.122575,4.118152,3.336952,-1.904303,-2.142009,0
104790.94,26.55,-3.403313,3.946084,-0.188218,1.644782,-0.004043,-14.558865,11.575842,-1.998838,2.272328,0.427027,1.549066,-3.393163,1.808531,1.943097,0.303251,-0.482288,-9.630443,-1.098312,1.314282,-1.707331,-2.28191,0.956173,5.86962,2.528062,4.723188,-4.082255,-0.015087,-3.714975,0
7813.79,177.17,-1.186348,-3.339548,0.617686,-0.507789,-4.194408,5.989641,-2.995324,1.01091,0.091349,1.540523,-2.798061,-1.465323,-1.218418,4.792854,-1.591258,1.643148,-2.304697,1.307738,-1.036513,-0.959712,-1.16953,-1.086712,0.298291,1.338976,5.055442,-2.362045,0.457358,2.106448,0
159407.89,155.25,-12.421887,0.776813,0.20366,1.814673,-0.136962,3.745903,10.308988,0.328678,1.659567,0.976632,-5.210479,-3.451343,1.449039,0.220385,-2.859458,1.775811,-4.047642,-1.076994,0.139013,4.170649,0.851228,0.08723,-0.413404,1.264111,6.278104,-2.855737,-0.896596,-1.655891,0
89216.7,93.3,-7.211885,1.899167,-0.376605,-0.087402,-1.670119,-2.273545,6.358961,-1.352036,-3.105172,1.277346,-3.435491,-2.7003,1.403632,3.101267,0.082928,-0.570094,-4.033639,5.784092,-0.998797,0.092942,-0.622414,1.062627,6.116081,2.8047,-1.729544,-0.550047,-3.121185,-2.708674,0
13302.13,46.65,-14.026845,3.132771,0.400486,-0.60306,-3.446366,-0.48907,3.56097,-0.55707,3.845767,3.179447,0.523042,-4.82347,-1.772879,-1.895493,2.220317,0.991198,-1.932935,-4.875488,0.888053,-0.590047,-0.191797,0.638867,4.430755,-0.545544,10.015826,-0.327829,2.735023,-4.14306,0
24708.96,69.55,-3.215941,1.22528,0.715478,-0.122886,1.978432,3.155989,1.943339,-2.009929,1.103249,2.327885,-1.872399,1.317721,-3.890622,-1.082585,-2.769721,-0.691467,3.567241,1.466081,-0.416155,-1.412955,-2.833118,-0.272325,-3.650253,1.515026,2.017667,2.448689,-1.234902,2.158851,0
12794.92,232.26,-2.326269,-2.651536,-0.454566,-0.879696,-2.909408,5.453551,-18.645667,-0.797775,-1.991682,-0.879746,-1.608319,-4.144865,-0.533622,-0.962212,4.601021,-0.99601,11.625874,-1.543938,-1.114643,-3.297107,1.611497,0.332807,-0.352529,0.115295,-6.49173,3.734245,3.602971,0.644523,0
53737.75,52.21,-5.782684,0.792419,1.298163,-0.183034,-0.391578,-8.702529,-1.155052,-1.383829,-1.318695,-1.382734,-2.336972,-0.095905,1.628082,-0.064014,-2.907734,0.130867,0.129558,0.963585,0.494466,0.083377,-2.010614,0.763523,2.505025,-0.130415,8.285053,0.756744,5.119726,-2.137773,0
80455.34,77.11,-8.410044,-2.640751,-0.605677,0.689507,-5.958524,4.324308,5.41636,-0.325621,-0.641204,2.596028,-0.797355,-0.668159,-0.001155,-0.474652,-6.130202,0.858396,1.501775,-2.50489,0.071778,2.87613,3.282759,1.636181,1.431551,2.706256,16.587984,-0.384305,-0.202164,-6.694706,0
57179.18,92.21,-3.70236,-5.283968,-2.01826,-1.364441,-1.325894,13.553673,-2.566442,-0.825271,-4.770261,5.051202,-0.722232,3.549005,0.742986,2.495173,1.170746,1.983265,-3.195827,0.702785,0.250572,4.221699,4.126438,-0.44849,1.856323,3.450781,-0.148804,1.862156,-2.01866,-3.153541,0
56946.96,5.37,-3.72793,1.159587,-0.108543,-0.514763,-3.587805,22.960798,-13.854928,0.193379,-0.60323,0.703661,-6.565949,-2.413323,-0.467085,2.275528,0.58273,-3.943456,6.343209,-4.309096,1.889979,-2.204036,1.36009,-1.743355,-1.650837,0.766882,-2.053924,2.378964,0.747721,0.08769,1
163690.56,101.7,-5.081668,0.095761,-0.150588,-0.136557,-1.375997,-6.360353,7.195856,0.051244,-2.098432,-0.785307,1.634064,0.863181,-2.79199,1.310345,-3.554234,1.321395,5.9772,2.952276,-0.610838,4.59378,4.094452,-0.023804,1.274231,-2.106237,13.987972,-1.706102,5.111455,-3.232846,0
115445.11,67.0,-8.029543,-1.039828,0.072051,1.374312,-1.292227,3.326486,3.791351,-0.456668,-0.975996,2.631185,-1.870261,0.83815,-1.909145,1.85247,-1.650134,4.482955,-3.420025,1.595799,-0.776991,2.355947,-1.567795,0.192784,-0.212627,-1.462395,16.205601,-0.287668,4.431482,-3.418362,0
129750.52,381.55,-6.166191,-1.842543,0.486636,-1.161647,-1.961173,6.435154,-3.207164,-1.138262,-1.687889,6.079049,-0.722778,-1.626455,-0.309392,3.950087,-2.54363,1.575982,-0.59489,-0.800054,-1.49514,-0.621637,0.319405,-1.20032,-0.045236,1.678032,10.332389,-1.500184,1.757936,-0.655326,0
