customer_id,age,gender,location,signup_date,tenure_days,plan_type,monthly_price,payment_method,logins_last_7d,logins_last_30d,logins_last_90d,avg_session_duration,total_watch_time_30d,unique_content_30d,days_since_last_login,support_tickets_30d,satisfaction_score,app_rating,social_connections,feature_adoption_rate,payment_failures_6m,plan_changes_12m,billing_disputes,auto_renew_enabled,days_until_renewal,login_frequency_trend,engagement_score,high_support_flag,payment_issue_flag,low_engagement_flag,churn_probability_true,churned,data_date
CUST_002282,37,M,San Antonio,2025-10-27,49,Standard,14.99,Credit Card,2,13,40,9.1,41.3,22,2,0,4.2,4.8,11,0.52,0,0,0,1,2,0.143,0.57,0,0,0,0.434,0,2025-12-15
CUST_002283,43,F,Philadelphia,2025-11-15,30,Basic,9.99,Debit Card,5,15,40,17.6,9.1,22,3,0,3.0,2.9,9,0.29,0,1,0,1,26,0.312,0.351,0,0,0,0.447,0,2025-12-15
CUST_002284,42,M,Chicago,2025-09-26,80,Standard,14.99,Debit Card,1,1,5,14.7,17.3,9,3,1,2.5,2.3,2,0.26,1,2,1,1,29,0.5,0.202,0,1,1,1.0,1,2025-12-15
CUST_002285,27,M,Philadelphia,2025-07-10,158,Standard,14.99,Debit Card,0,3,7,5.0,4.4,5,34,0,3.0,1.0,0,0.26,1,1,0,1,13,0.0,0.128,0,1,1,0.872,1,2025-12-15
CUST_002286,69,F,Los Angeles,2025-11-15,30,Basic,9.99,Credit Card,4,14,41,16.0,22.3,25,0,0,2.8,4.4,16,0.42,0,0,0,1,25,0.267,0.458,0,0,0,0.589,0,2025-12-15
CUST_002287,19,F,San Jose,2025-08-29,108,Standard,14.99,Debit Card,3,10,40,8.2,16.2,21,0,0,3.9,3.7,7,0.65,1,0,0,1,15,0.273,0.411,0,1,0,0.734,1,2025-12-15
CUST_002288,22,F,New York,2025-11-15,30,Premium,19.99,Debit Card,3,13,36,31.3,7.5,20,0,0,4.1,3.3,13,0.58,0,0,0,1,19,0.214,0.371,0,0,0,0.501,0,2025-12-15
CUST_002289,37,M,San Diego,2025-03-27,263,Standard,14.99,PayPal,0,7,28,48.3,34.6,21,0,0,3.9,4.0,12,0.76,0,0,0,1,13,0.0,0.514,0,0,0,0.424,0,2025-12-15
CUST_002290,60,M,Chicago,2024-12-11,369,Premium,19.99,Credit Card,1,8,17,18.5,51.3,25,0,2,3.7,4.4,14,0.71,1,0,0,1,29,0.111,0.63,0,1,0,0.63,0,2025-12-15
CUST_002291,24,F,San Diego,2024-04-27,597,Premium,19.99,Credit Card,0,4,10,5.0,18.8,24,1,0,3.5,4.0,14,0.33,0,2,0,1,19,0.0,0.315,0,0,1,0.473,0,2025-12-15
CUST_002292,31,M,Chicago,2025-05-18,211,Basic,9.99,Debit Card,2,11,21,14.0,27.6,23,1,1,3.9,3.5,16,0.66,1,0,0,1,8,0.167,0.5,0,1,0,0.618,0,2025-12-15
CUST_002293,47,F,Los Angeles,2025-06-19,179,Basic,9.99,Credit Card,2,14,14,53.3,33.3,15,0,0,3.8,5.0,3,0.45,0,0,0,1,2,0.133,0.49,0,0,0,0.433,0,2025-12-15
CUST_002294,34,M,San Diego,2025-05-16,213,Basic,9.99,Credit Card,1,10,20,19.4,15.2,12,2,0,4.4,5.0,9,0.59,0,0,0,1,11,0.091,0.357,0,0,0,0.395,0,2025-12-15
CUST_002295,30,Other,Chicago,2025-01-02,347,Basic,9.99,Credit Card,0,2,6,13.3,4.4,9,19,0,2.7,2.0,1,0.17,2,0,0,0,13,0.0,0.116,0,1,1,0.911,1,2025-12-15
CUST_002296,41,M,San Diego,2025-02-22,296,Basic,9.99,Credit Card,2,2,7,14.9,15.0,11,8,3,2.3,2.0,5,0.21,0,1,0,0,30,0.667,0.196,1,0,1,0.593,0,2025-12-15
CUST_002297,38,M,Los Angeles,2025-09-03,103,Basic,9.99,Debit Card,5,12,24,5.0,17.5,13,4,1,3.5,5.0,14,0.39,0,0,0,1,21,0.385,0.355,0,0,0,0.42,0,2025-12-15
CUST_002298,47,F,Houston,2025-06-09,189,Basic,9.99,Credit Card,0,2,10,6.8,19.6,7,0,2,2.8,4.3,2,0.27,0,1,0,0,18,0.0,0.22,0,0,1,0.646,0,2025-12-15
CUST_002299,50,Other,Dallas,2025-11-14,31,Basic,9.99,PayPal,2,4,10,5.0,6.2,12,6,4,4.2,3.1,3,0.36,1,0,0,0,30,0.4,0.197,1,1,1,0.935,1,2025-12-15
CUST_002300,38,Other,New York,2025-05-16,213,Standard,14.99,Credit Card,3,8,20,7.9,24.1,19,0,0,4.4,3.0,12,0.64,0,0,0,1,28,0.333,0.429,0,0,0,0.379,0,2025-12-15
CUST_002301,38,F,Los Angeles,2025-04-23,236,Basic,9.99,Credit Card,4,6,30,56.5,29.5,19,0,0,3.3,3.6,16,0.5,0,0,0,1,10,0.571,0.413,0,0,0,0.497,0,2025-12-15
CUST_002302,37,F,Los Angeles,2025-02-28,290,Basic,9.99,Debit Card,0,9,23,19.9,49.1,18,2,1,4.4,2.5,8,0.22,0,0,0,1,8,0.0,0.501,0,0,0,0.429,0,2025-12-15
CUST_002303,40,F,Dallas,2025-02-12,306,Basic,9.99,Debit Card,2,4,26,14.8,28.8,28,3,1,4.0,4.5,10,0.28,1,2,0,1,18,0.4,0.381,0,1,1,0.83,1,2025-12-15
CUST_002304,35,F,San Jose,2025-09-02,104,Premium,19.99,Credit Card,5,11,36,13.7,31.6,27,0,0,5.0,4.0,17,0.32,0,0,0,1,11,0.417,0.472,0,0,0,0.522,0,2025-12-15
CUST_002305,34,F,Phoenix,2024-10-21,420,Premium,19.99,Bank Transfer,0,2,16,9.2,9.1,13,7,2,4.2,3.4,14,0.51,0,1,0,1,16,0.0,0.229,0,0,1,0.534,0,2025-12-15
CUST_002306,49,F,Houston,2024-01-03,712,Premium,19.99,Credit Card,0,1,6,29.5,12.2,20,0,1,3.8,3.3,15,0.58,0,1,0,1,8,0.0,0.279,0,0,1,0.597,0,2025-12-15
CUST_002307,53,F,San Jose,2024-01-28,687,Standard,14.99,Credit Card,1,2,2,12.1,9.0,10,10,6,4.6,4.8,3,0.15,0,1,1,1,4,0.333,0.144,1,0,1,0.565,0,2025-12-15
CUST_002308,18,F,San Jose,2025-07-10,158,Basic,9.99,Bank Transfer,4,10,34,46.2,25.3,20,0,1,3.7,4.2,6,0.57,0,0,0,1,26,0.364,0.446,0,0,0,0.428,0,2025-12-15
CUST_002309,35,F,Houston,2025-07-21,147,Premium,19.99,Credit Card,0,2,6,24.8,5.1,11,11,1,2.1,3.1,4,0.22,0,2,0,1,10,0.0,0.139,0,0,1,0.721,1,2025-12-15
CUST_002310,26,F,San Antonio,2025-08-27,110,Standard,14.99,Debit Card,3,10,28,15.3,50.2,21,5,0,3.9,4.9,16,0.24,0,1,0,0,26,0.273,0.533,0,0,0,0.521,0,2025-12-15
CUST_002311,31,M,Chicago,2025-10-12,64,Standard,14.99,Debit Card,3,13,40,43.9,13.5,19,2,1,4.6,3.0,12,0.57,0,0,0,1,21,0.214,0.401,0,0,0,0.365,0,2025-12-15
CUST_002312,39,M,Dallas,2025-10-03,73,Basic,9.99,Credit Card,2,17,41,7.3,35.9,26,5,1,4.0,3.8,16,0.49,0,2,0,1,18,0.111,0.587,0,0,0,0.331,0,2025-12-15
CUST_002313,43,M,Phoenix,2025-11-02,43,Basic,9.99,Bank Transfer,0,17,39,23.8,46.3,22,3,2,3.9,3.3,9,0.46,0,0,0,1,18,0.0,0.628,0,0,0,0.352,0,2025-12-15
CUST_002314,33,M,Dallas,2024-06-02,561,Standard,14.99,Credit Card,0,2,8,34.9,69.3,16,1,0,3.8,4.3,8,0.64,0,0,0,1,9,0.0,0.628,0,0,1,0.544,0,2025-12-15
CUST_002315,18,F,New York,2025-06-24,174,Standard,14.99,Bank Transfer,2,6,21,9.6,16.5,21,2,1,4.2,4.0,10,0.33,0,1,0,1,8,0.286,0.309,0,0,0,0.473,0,2025-12-15
CUST_002316,23,F,San Jose,2024-08-12,490,Premium,19.99,Credit Card,0,1,2,7.3,2.4,8,1,0,1.3,3.3,6,0.29,1,1,0,0,2,0.0,0.114,0,1,1,0.873,1,2025-12-15
CUST_002317,45,F,San Diego,2025-09-18,88,Premium,19.99,Credit Card,2,15,30,29.8,23.8,17,0,0,4.9,5.0,11,0.41,0,0,0,1,17,0.125,0.443,0,0,0,0.373,0,2025-12-15
CUST_002318,18,F,Los Angeles,2025-10-13,63,Standard,14.99,Credit Card,5,13,45,7.8,10.2,25,2,0,2.9,3.4,7,0.62,0,0,0,1,6,0.357,0.415,0,0,0,0.495,0,2025-12-15
CUST_002319,49,M,San Diego,2025-11-15,30,Standard,14.99,Debit Card,2,20,43,25.2,79.9,19,1,1,2.0,5.0,12,0.55,0,0,0,1,21,0.095,0.865,0,0,0,0.43,0,2025-12-15
CUST_002320,41,F,Houston,2025-10-12,64,Basic,9.99,Debit Card,1,15,39,28.7,27.8,20,0,1,2.8,3.6,10,0.69,0,0,0,1,20,0.062,0.535,0,0,0,0.365,0,2025-12-15
CUST_002321,50,F,Los Angeles,2024-11-13,397,Standard,14.99,PayPal,2,10,18,33.9,39.1,18,6,0,3.8,4.0,8,0.55,0,0,0,1,3,0.182,0.517,0,0,0,0.399,0,2025-12-15
CUST_002322,32,M,Los Angeles,2025-07-11,157,Standard,14.99,Credit Card,6,14,30,5.0,22.8,22,0,0,2.8,4.2,9,0.36,0,0,0,1,1,0.4,0.437,0,0,0,0.461,0,2025-12-15
CUST_002323,18,F,Philadelphia,2025-08-29,108,Standard,14.99,Credit Card,2,12,36,5.0,32.0,17,3,1,3.2,5.0,10,0.69,0,0,0,0,16,0.154,0.518,0,0,0,0.526,0,2025-12-15
CUST_002324,40,F,Chicago,2025-07-17,151,Standard,14.99,Bank Transfer,2,7,36,19.7,53.4,15,0,1,3.8,4.0,12,0.27,0,0,1,1,20,0.25,0.504,0,0,0,0.464,0,2025-12-15
CUST_002325,50,M,San Jose,2024-11-09,401,Standard,14.99,Credit Card,1,5,22,22.9,45.8,16,7,0,4.1,3.0,9,0.58,0,0,0,1,8,0.167,0.505,0,0,0,0.469,0,2025-12-15
CUST_002326,46,F,Chicago,2025-11-07,38,Standard,14.99,Credit Card,1,17,34,47.7,29.5,18,0,1,3.7,4.5,12,0.42,0,1,0,1,3,0.056,0.503,0,0,0,0.332,0,2025-12-15
CUST_002327,27,F,Dallas,2024-04-18,606,Premium,19.99,Credit Card,1,1,7,53.0,32.2,18,2,0,2.6,4.0,10,0.34,0,0,0,1,5,0.5,0.343,0,0,1,0.623,0,2025-12-15
CUST_002328,36,M,Phoenix,2025-06-01,197,Standard,14.99,PayPal,0,3,10,7.4,17.0,5,20,1,2.5,2.8,1,0.15,0,0,0,0,23,0.0,0.182,0,0,1,0.574,0,2025-12-15
CUST_002329,28,F,San Antonio,2025-01-01,348,Premium,19.99,Credit Card,1,5,18,44.3,46.2,22,0,1,4.5,4.4,13,0.33,0,0,0,1,1,0.167,0.481,0,0,0,0.535,0,2025-12-15
CUST_002330,25,M,Phoenix,2025-08-03,134,Standard,14.99,Debit Card,1,2,7,16.9,11.4,12,3,4,2.2,2.7,5,0.17,1,2,0,0,20,0.333,0.17,1,1,1,0.938,1,2025-12-15
CUST_002331,46,M,Los Angeles,2025-10-28,48,Basic,9.99,Credit Card,4,10,49,41.6,24.4,17,5,1,4.4,4.5,14,0.58,0,2,0,1,21,0.364,0.43,0,0,0,0.458,0,2025-12-15
CUST_002332,20,F,San Diego,2025-07-18,150,Standard,14.99,Debit Card,2,2,10,11.3,9.8,8,4,3,2.2,2.8,1,0.23,0,1,0,1,24,0.667,0.157,1,0,1,0.781,1,2025-12-15
CUST_002333,24,M,Dallas,2025-11-15,30,Standard,14.99,Bank Transfer,4,14,36,19.3,36.8,24,1,1,3.9,3.2,6,0.22,0,0,0,1,26,0.267,0.501,0,0,0,0.521,0,2025-12-15
CUST_002334,21,F,Los Angeles,2025-01-05,344,Standard,14.99,PayPal,2,3,19,16.5,25.7,23,5,0,3.7,3.4,12,0.36,0,0,0,1,27,0.5,0.348,0,0,1,0.647,0,2025-12-15
CUST_002335,18,M,Los Angeles,2025-06-10,188,Premium,19.99,Credit Card,0,0,10,5.0,14.9,5,8,0,5.0,3.3,1,0.37,0,1,0,0,7,0.0,0.183,0,0,1,0.703,1,2025-12-15
CUST_002336,36,M,Houston,2025-10-17,59,Basic,9.99,Debit Card,2,10,36,32.6,22.4,17,0,0,3.5,5.0,11,0.36,0,0,0,1,5,0.182,0.374,0,0,0,0.564,0,2025-12-15
CUST_002337,48,F,San Diego,2025-10-19,57,Basic,9.99,Debit Card,7,15,28,41.4,24.1,15,0,0,4.5,3.5,8,0.26,0,0,0,1,7,0.438,0.407,0,0,0,0.442,0,2025-12-15
CUST_002338,32,M,Phoenix,2024-10-22,419,Premium,19.99,Credit Card,0,6,12,48.5,14.8,20,0,0,4.5,4.2,9,0.16,0,1,0,0,9,0.0,0.261,0,0,0,0.544,0,2025-12-15
CUST_002339,18,M,Phoenix,2025-01-19,330,Basic,9.99,PayPal,0,2,7,26.6,18.1,8,13,3,3.2,3.4,0,0.37,0,1,1,1,14,0.0,0.235,1,0,1,0.537,0,2025-12-15
CUST_002340,45,F,San Antonio,2025-03-31,259,Basic,9.99,PayPal,3,8,27,32.7,18.6,19,0,0,4.4,4.9,10,0.46,0,1,0,1,9,0.333,0.36,0,0,0,0.408,0,2025-12-15
CUST_002341,55,F,Houston,2025-09-10,96,Premium,19.99,Debit Card,3,5,38,22.0,21.0,18,2,0,3.6,3.4,14,0.4,1,0,0,1,13,0.5,0.328,0,1,0,0.716,1,2025-12-15
CUST_002342,27,F,Dallas,2024-12-10,370,Standard,14.99,Debit Card,0,1,4,37.2,11.0,10,6,1,2.8,2.8,1,0.32,0,0,0,0,26,0.0,0.18,0,0,1,0.583,0,2025-12-15
CUST_002343,29,F,Houston,2025-10-25,51,Basic,9.99,Credit Card,1,4,10,9.6,8.9,9,28,0,1.6,3.1,5,0.36,0,1,1,0,18,0.2,0.201,0,0,1,0.768,1,2025-12-15
CUST_002344,41,F,San Diego,2025-11-15,30,Basic,9.99,Bank Transfer,5,15,50,11.3,10.3,22,1,2,2.6,2.7,10,0.47,1,0,0,1,6,0.312,0.394,0,1,0,0.628,0,2025-12-15
CUST_002345,54,F,Chicago,2025-09-04,102,Basic,9.99,Debit Card,1,12,44,32.4,28.6,26,0,0,3.1,4.1,9,0.14,1,0,1,0,1,0.077,0.424,0,1,0,0.787,1,2025-12-15
CUST_002346,28,M,Philadelphia,2024-09-18,453,Standard,14.99,Credit Card,2,2,10,5.6,26.8,20,0,1,5.0,5.0,14,0.39,0,0,0,1,30,0.667,0.339,0,0,1,0.621,0,2025-12-15
CUST_002347,19,M,New York,2025-07-16,152,Standard,14.99,Credit Card,2,13,31,7.4,50.6,11,2,1,4.1,4.9,17,0.55,0,1,1,1,24,0.143,0.588,0,0,0,0.391,0,2025-12-15
CUST_002348,42,M,San Antonio,2025-10-30,46,Basic,9.99,Debit Card,5,5,26,29.5,12.2,17,3,2,2.6,4.9,11,0.41,0,0,0,1,29,0.833,0.273,0,0,0,0.618,0,2025-12-15
CUST_002349,44,M,San Antonio,2025-06-09,189,Standard,14.99,Credit Card,3,7,32,27.7,24.7,18,0,0,3.3,4.4,10,0.32,0,0,0,1,28,0.375,0.354,0,0,0,0.601,0,2025-12-15
CUST_002350,35,F,Los Angeles,2025-04-14,245,Basic,9.99,Credit Card,2,2,8,5.0,7.2,7,8,3,2.4,3.5,2,0.35,0,1,0,1,6,0.667,0.161,1,0,1,0.636,0,2025-12-15
CUST_002351,28,F,Phoenix,2025-07-25,143,Basic,9.99,Debit Card,1,17,26,6.6,56.6,21,0,0,4.2,5.0,13,0.54,0,0,0,1,28,0.056,0.702,0,0,0,0.241,0,2025-12-15
CUST_002352,46,F,Houston,2025-01-17,332,Standard,14.99,Debit Card,0,10,22,10.6,39.9,18,0,1,3.8,3.2,15,0.16,0,0,0,1,11,0.0,0.443,0,0,0,0.536,0,2025-12-15
CUST_002353,41,M,San Jose,2025-07-07,161,Basic,9.99,Credit Card,3,9,28,54.7,29.8,10,2,0,3.6,5.0,10,0.74,0,1,0,1,20,0.3,0.457,0,0,0,0.428,0,2025-12-15
CUST_002354,25,M,Dallas,2025-11-15,30,Standard,14.99,Credit Card,5,15,44,25.0,34.5,25,2,0,4.0,3.7,16,0.13,0,0,0,1,6,0.312,0.483,0,0,0,0.468,0,2025-12-15
CUST_002355,35,M,Los Angeles,2025-02-20,298,Premium,19.99,Credit Card,4,4,21,25.5,42.7,22,0,2,4.9,5.0,15,0.29,0,0,0,1,7,0.8,0.442,0,0,1,0.544,0,2025-12-15
CUST_002356,18,F,Chicago,2025-11-15,30,Basic,9.99,PayPal,1,8,16,5.0,13.7,9,11,3,2.9,3.0,1,0.21,0,0,0,0,28,0.111,0.24,1,0,0,0.566,0,2025-12-15
CUST_002357,43,M,New York,2024-11-25,385,Premium,19.99,Debit Card,1,5,17,17.9,26.2,12,2,1,3.1,3.8,15,0.48,0,0,0,1,26,0.167,0.351,0,0,0,0.578,0,2025-12-15
CUST_002358,31,F,San Jose,2025-08-05,132,Basic,9.99,Debit Card,0,3,6,11.7,17.3,9,18,3,1.9,4.0,3,0.34,0,1,1,1,14,0.0,0.238,1,0,1,0.683,0,2025-12-15
CUST_002359,29,M,Phoenix,2025-04-23,236,Basic,9.99,Debit Card,1,3,11,28.8,33.4,21,2,0,2.7,2.9,14,0.29,0,2,0,1,18,0.25,0.372,0,0,1,0.642,0,2025-12-15
CUST_002360,34,F,Chicago,2024-03-11,644,Premium,19.99,Credit Card,0,0,2,17.1,14.7,10,8,3,2.3,3.6,3,0.27,0,0,0,1,19,0.0,0.182,1,0,1,0.582,0,2025-12-15
CUST_002361,35,F,Houston,2025-09-05,101,Basic,9.99,Credit Card,0,0,12,9.1,4.0,7,0,1,4.1,4.0,2,0.19,1,1,0,0,2,0.0,0.09,0,1,1,0.939,1,2025-12-15
CUST_002362,45,F,Houston,2025-08-27,110,Basic,9.99,Debit Card,2,5,37,22.7,38.0,20,0,1,4.2,4.8,16,0.46,0,1,0,1,29,0.333,0.45,0,0,0,0.526,0,2025-12-15
CUST_002363,42,M,Philadelphia,2025-02-04,314,Basic,9.99,Debit Card,1,5,14,44.5,57.9,21,0,0,3.8,4.2,8,0.23,0,0,0,1,8,0.167,0.527,0,0,0,0.458,0,2025-12-15
CUST_002364,33,M,San Jose,2025-11-15,30,Standard,14.99,Credit Card,5,14,37,23.7,38.4,21,0,1,3.0,4.4,11,0.34,0,0,0,1,7,0.333,0.522,0,0,0,0.558,0,2025-12-15
CUST_002365,44,M,San Antonio,2025-11-15,30,Premium,19.99,Credit Card,4,13,34,16.3,47.0,13,2,1,3.2,4.2,10,0.4,0,0,0,1,22,0.286,0.544,0,0,0,0.422,0,2025-12-15
CUST_002366,39,F,San Antonio,2025-07-02,166,Basic,9.99,Credit Card,2,2,10,6.8,7.1,11,2,1,2.3,2.8,4,0.16,1,1,0,0,17,0.667,0.139,0,1,1,0.838,1,2025-12-15
CUST_002367,29,M,San Diego,2025-11-12,33,Basic,9.99,Credit Card,1,5,11,5.0,20.0,4,0,1,2.7,3.1,3,0.19,1,1,1,1,21,0.167,0.224,0,1,0,0.856,1,2025-12-15
CUST_002368,33,M,Chicago,2025-10-23,53,Standard,14.99,Debit Card,1,7,44,27.1,21.7,14,0,0,4.4,3.1,22,0.48,0,0,0,1,3,0.125,0.352,0,0,0,0.448,0,2025-12-15
CUST_002369,33,F,Phoenix,2024-02-11,673,Standard,14.99,PayPal,1,3,12,35.8,24.4,19,3,0,4.8,3.5,11,0.35,0,0,0,1,9,0.25,0.322,0,0,1,0.467,0,2025-12-15
CUST_002370,41,F,San Jose,2025-06-08,190,Basic,9.99,Debit Card,3,13,25,60.8,39.7,21,1,1,4.4,3.9,13,0.22,1,0,0,1,8,0.214,0.496,0,1,0,0.532,0,2025-12-15
CUST_002371,30,F,Philadelphia,2025-01-01,348,Standard,14.99,Credit Card,3,15,22,32.3,39.2,19,0,0,3.7,4.1,13,0.22,1,0,0,1,20,0.188,0.505,0,1,0,0.501,0,2025-12-15
CUST_002372,30,F,Philadelphia,2024-10-31,410,Basic,9.99,Credit Card,1,5,20,73.4,22.6,19,0,1,3.2,4.6,12,0.44,0,0,0,1,7,0.167,0.35,0,0,0,0.484,0,2025-12-15
CUST_002373,58,F,San Diego,2025-11-15,30,Basic,9.99,Credit Card,4,14,40,29.8,25.9,12,4,1,3.4,4.5,9,0.37,0,0,0,1,1,0.267,0.417,0,0,0,0.421,0,2025-12-15
CUST_002374,46,F,Phoenix,2024-08-29,473,Premium,19.99,Credit Card,2,4,11,17.9,19.5,23,0,0,3.0,4.6,15,0.27,0,1,0,1,3,0.4,0.303,0,0,1,0.667,0,2025-12-15
CUST_002375,25,F,Phoenix,2024-12-18,362,Basic,9.99,Debit Card,0,7,26,10.8,25.6,28,1,0,4.5,4.2,9,0.38,0,0,0,1,4,0.0,0.412,0,0,0,0.453,0,2025-12-15
CUST_002376,41,M,New York,2025-11-15,30,Premium,19.99,Debit Card,4,17,37,16.3,23.6,13,0,1,3.1,4.4,12,0.6,0,0,0,0,21,0.222,0.484,0,0,0,0.508,0,2025-12-15
CUST_002377,36,F,New York,2024-02-04,680,Premium,19.99,Credit Card,1,3,5,12.8,36.6,23,1,1,3.4,3.8,15,0.16,0,0,1,1,1,0.25,0.374,0,0,1,0.641,0,2025-12-15
CUST_002378,39,F,Philadelphia,2025-08-27,110,Basic,9.99,Bank Transfer,2,9,29,51.3,7.6,27,6,0,3.3,4.4,17,0.65,0,1,0,1,15,0.2,0.374,0,0,0,0.523,0,2025-12-15
CUST_002379,36,M,San Jose,2024-02-24,660,Premium,19.99,Bank Transfer,2,2,6,7.0,53.1,20,1,0,3.5,3.2,14,0.5,0,0,1,1,29,0.667,0.519,0,0,1,0.579,0,2025-12-15
CUST_002380,49,F,San Jose,2025-02-06,312,Premium,19.99,PayPal,1,6,19,41.1,37.9,20,0,1,4.3,5.0,13,0.55,1,0,0,1,7,0.143,0.477,0,1,0,0.678,0,2025-12-15
CUST_002381,39,M,Phoenix,2025-09-02,104,Standard,14.99,Credit Card,2,6,31,46.9,24.7,23,0,1,3.6,4.4,13,0.34,0,0,0,1,18,0.286,0.368,0,0,0,0.471,0,2025-12-15
CUST_002382,34,M,San Jose,2025-08-09,128,Premium,19.99,Debit Card,1,8,43,17.7,10.6,27,4,0,3.2,5.0,11,0.26,0,0,0,1,17,0.111,0.304,0,0,0,0.615,0,2025-12-15
CUST_002383,47,F,Philadelphia,2025-10-19,57,Basic,9.99,Bank Transfer,1,5,33,44.1,29.4,21,3,1,3.2,3.5,14,0.62,0,0,0,1,7,0.167,0.434,0,0,0,0.556,0,2025-12-15
CUST_002384,37,F,Dallas,2025-08-17,120,Standard,14.99,Debit Card,0,13,27,15.0,20.7,14,1,0,4.1,4.1,11,0.44,0,0,0,1,29,0.0,0.398,0,0,0,0.414,0,2025-12-15
CUST_002385,36,F,San Diego,2025-11-15,30,Basic,9.99,Credit Card,5,15,38,46.7,49.7,14,0,2,4.2,3.4,15,0.42,0,0,0,1,21,0.312,0.588,0,0,0,0.486,0,2025-12-15
CUST_002386,38,M,San Antonio,2024-10-11,430,Premium,19.99,Credit Card,0,3,12,9.8,21.7,15,1,0,3.7,4.7,9,0.32,2,0,0,1,30,0.0,0.284,0,1,1,0.842,1,2025-12-15
CUST_002387,33,F,San Antonio,2025-05-05,224,Standard,14.99,Bank Transfer,0,4,24,7.5,35.1,21,4,1,4.2,3.9,17,0.52,0,0,0,1,5,0.0,0.439,0,0,1,0.473,0,2025-12-15
CUST_002388,35,M,Philadelphia,2025-02-24,294,Basic,9.99,Bank Transfer,3,9,15,36.6,4.1,17,2,0,5.0,4.7,11,0.46,1,0,0,0,14,0.3,0.275,0,1,0,0.604,0,2025-12-15
CUST_002389,27,M,Philadelphia,2025-08-01,136,Basic,9.99,Debit Card,3,7,25,10.5,27.8,9,5,0,4.1,4.3,13,0.35,0,0,0,0,8,0.375,0.343,0,0,0,0.441,0,2025-12-15
CUST_002390,25,M,New York,2025-11-15,30,Basic,9.99,Credit Card,4,23,31,13.7,51.7,23,2,0,5.0,4.6,6,0.43,0,1,0,0,11,0.167,0.718,0,0,0,0.236,0,2025-12-15
CUST_002391,23,M,San Antonio,2025-07-30,138,Standard,14.99,PayPal,2,14,40,16.0,37.4,19,1,1,3.3,4.4,4,0.51,0,0,0,1,3,0.133,0.542,0,0,0,0.386,0,2025-12-15
CUST_002392,18,M,Phoenix,2025-10-05,71,Basic,9.99,Bank Transfer,4,18,41,15.2,32.4,18,0,0,3.0,4.0,8,0.57,0,0,0,1,4,0.211,0.56,0,0,0,0.353,0,2025-12-15
CUST_002393,24,F,San Antonio,2025-11-15,30,Premium,19.99,Debit Card,2,13,44,15.6,13.2,12,0,0,4.4,4.0,16,0.61,0,0,0,1,22,0.143,0.379,0,0,0,0.523,0,2025-12-15
CUST_002394,32,F,Philadelphia,2025-06-27,171,Basic,9.99,Credit Card,1,3,4,22.4,9.7,9,7,1,3.1,3.3,4,0.31,0,2,0,1,10,0.25,0.186,0,0,1,0.696,0,2025-12-15
CUST_002395,36,Other,San Diego,2025-01-04,345,Basic,9.99,Credit Card,2,4,17,21.1,48.9,15,3,0,4.1,4.7,14,0.35,1,0,0,0,26,0.4,0.463,0,1,1,0.674,0,2025-12-15
CUST_002396,31,F,Chicago,2025-05-06,223,Standard,14.99,Credit Card,2,11,32,17.6,70.8,22,0,0,4.9,3.7,11,0.19,0,0,0,1,4,0.167,0.661,0,0,0,0.342,0,2025-12-15
CUST_002397,18,M,San Diego,2025-10-31,45,Premium,19.99,Debit Card,3,15,40,65.2,41.7,18,0,0,3.4,3.4,12,0.45,0,0,1,1,7,0.188,0.562,0,0,0,0.485,0,2025-12-15
CUST_002398,53,F,San Antonio,2025-02-11,307,Basic,9.99,Credit Card,0,2,10,18.0,13.1,9,10,2,2.3,2.0,2,0.35,0,2,0,0,3,0.0,0.205,0,0,1,0.63,0,2025-12-15
CUST_002399,48,F,New York,2025-10-10,66,Basic,9.99,PayPal,2,11,34,35.0,30.1,14,0,0,3.6,4.0,13,0.7,0,0,0,1,21,0.167,0.487,0,0,0,0.469,0,2025-12-15
CUST_002400,40,M,Chicago,2025-11-01,44,Basic,9.99,Credit Card,5,18,45,5.8,41.4,17,4,0,2.9,4.2,10,0.25,0,0,0,1,22,0.263,0.546,0,0,0,0.352,0,2025-12-15
CUST_002401,57,F,San Jose,2024-05-10,584,Premium,19.99,Credit Card,0,4,11,32.2,70.3,14,0,0,4.1,4.5,7,0.44,1,0,0,1,30,0.0,0.606,0,1,1,0.705,1,2025-12-15
CUST_002402,23,F,Houston,2025-11-15,30,Standard,14.99,Debit Card,0,3,11,14.1,12.6,8,31,1,3.1,2.0,1,0.33,1,1,0,1,24,0.0,0.204,0,1,1,0.829,1,2025-12-15
CUST_002403,57,M,Dallas,2025-11-12,33,Basic,9.99,Credit Card,3,13,52,29.2,73.4,22,1,1,3.8,3.6,13,0.17,0,0,0,1,2,0.214,0.692,0,0,0,0.52,0,2025-12-15
CUST_002404,23,F,Philadelphia,2025-08-24,113,Premium,19.99,Debit Card,1,17,31,15.9,23.8,23,3,2,5.0,4.6,10,0.6,0,0,0,1,25,0.056,0.525,0,0,0,0.336,0,2025-12-15
CUST_002405,37,F,San Antonio,2025-11-13,32,Basic,9.99,Credit Card,3,15,46,14.8,50.1,21,0,0,3.4,3.9,10,0.7,0,0,0,1,29,0.188,0.675,0,0,0,0.376,0,2025-12-15
